HGNC,BaseMean,log2FC,StdErr,Wald-Stats,P-value,P-adj
SPCS1,942.959489328356,0.213207250981702,0.109635788878651,1.94468661339854,0.051812707666652,0.147054260011347
NAV2,1391.73997787901,-0.208268687715951,0.107108201584644,-1.94447002782848,0.051838796358097,0.147079242609082
GANAB,23571.0600104455,0.212139619777144,0.109101006793834,1.94443320012638,0.051843233511051,0.147079242609082
GSTO2,1156.79668275804,0.197586271217032,0.101623320630717,1.9443004813337,0.05185922665285,0.147093797257278
ADO,160.163731190764,-0.364863180867424,0.187677766691546,-1.94409379064643,0.051884141921438,0.147133647279203
RERG,31.6655940394938,-0.453840875284141,0.233469287229531,-1.94389969091719,0.051907548545992,0.147169203279162
MRPL51,6109.09723045323,0.181036669168804,0.093148846311715,1.94352025105045,0.051953330984035,0.147216322678013
PLD2,595.252408780785,0.240744908010214,0.123865872028544,1.94359353442194,0.051944486131299,0.147216322678013
ODC1,4043.95283215292,-0.177458333047051,0.091317490208677,-1.943311545702,0.051978527340933,0.147216322678013
UBXN2A,1086.28854044037,-0.199651340261147,0.102735145170524,-1.94335969380057,0.051972713661697,0.147216322678013
GSTA3,109.522485999109,-0.362190488881996,0.186367588893492,-1.94341994245032,0.051965439658278,0.147216322678013
DSN1,527.165112328304,0.223405554505324,0.114975402369855,1.9430726042312,0.052007386562024,0.147267256678453
IL1R1,322.219281035756,-0.289894978899515,0.149203063652225,-1.94295594073877,0.052021481984183,0.147276372056831
VAMP3,593.518541330498,-0.228626198960498,0.11770679893794,-1.94233639027972,0.052096390365064,0.14745761328038
AFDN,874.003289069097,-0.203981447000827,0.105034560310784,-1.9420412328787,0.052132108864439,0.147527875889942
CAMK2B,33.14961781356,0.462054461263125,0.237982642106401,1.9415469009565,0.052191976363739,0.147666433752903
NUAK2,664.117321823654,-0.468495905372471,0.241362632388433,-1.94104572334339,0.052252731616641,0.14780744491768
,26.2805632042946,0.468025494099311,0.241162634282222,1.94070485045209,0.05229408771434,0.147893534197971
ZNF619,46.7661866127402,-0.439583067549268,0.226600137838579,-1.93990644375693,0.0523910608346,0.148075006211923
ETV5,299.6748752851,-0.331512040266111,0.170877310716048,-1.94005885788427,0.052372537270711,0.148075006211923
LINC01278,663.111419281328,0.210552881808184,0.10853414546802,1.9399690383173,0.052383452777675,0.148075006211923
MOB2,485.50149616915,0.250381688751569,0.129119220815019,1.9391511749461,0.052482932846968,0.148241842653482
DOT1L,1006.71112977722,0.233611909821311,0.120461742898432,1.93930375072094,0.052464362455969,0.148241842653482
RAVER1,1482.21744287119,0.21681628051125,0.1118091778371,1.93916353474255,0.052481428299741,0.148241842653482
GSR,534.880429655973,-0.229325132095705,0.118274155164627,-1.93892851550286,0.052510043163417,0.148287485813519
TCF12,700.399816227604,-0.225504676367716,0.116339240010259,-1.9383371968721,0.05258209710466,0.14846000352256
PEAK1,158.287328563241,-0.329871817041505,0.170199726637539,-1.93814539869389,0.0526054860304,0.148495077410391
GUCA1A,233.100744388419,0.312664747843585,0.161399118449961,1.93721471868213,0.052719101793489,0.148784776445527
CNOT11,1173.01329532979,-0.202257036735006,0.104410975318261,-1.93712429290595,0.052730151735308,0.148784951999961
,32.6350381959838,0.453863329258405,0.234349532601596,1.93669398107993,0.052782761949591,0.148902370741544
DACT2,39.7839429311171,-0.452278659829419,0.233544087029072,-1.93658792899825,0.052795734684811,0.148907944879613
MTR,934.040480158759,0.194958253972904,0.100697981666758,1.93606913213099,0.052859234500479,0.148993941376142
FGFR1OP2,272.662814758534,-0.312557217680471,0.161428932129675,-1.93619082748684,0.052844333477927,0.148993941376142
NUDT16L1,1173.09508942979,0.21676644056213,0.111960741204814,1.93609329689583,0.052856275359589,0.148993941376142
GPI,5902.21887795391,0.244770715762762,0.126440235865224,1.93586095508133,0.05288473293975,0.149003780428039
ATP6V0E2-AS1,54.4284616324142,0.430384925883542,0.222320859065191,1.93587289871591,0.052883269753043,0.149003780428039
TRMT13,42.865229492526,-0.439139970822201,0.226859564484236,-1.9357348755411,0.052900180712651,0.149016298529229
GOLGA7,506.681867817212,-0.227032197161849,0.117300321489772,-1.93547804710531,0.052931660030857,0.149073961829834
CREBZF,208.938598267078,-0.345595966748054,0.17859841026577,-1.93504503334479,0.052984769729555,0.149151496454078
COPRS,1367.01253454059,0.186585414991374,0.096427358448619,1.93498419943543,0.052992234653317,0.149151496454078
TMEM250,1365.78219932638,0.194692378311578,0.100615915600584,1.93500578064062,0.05298958632492,0.149151496454078
ERI2,53.2871957677845,-0.421657100126926,0.217926377245923,-1.93486032051595,0.053007438541639,0.149163284557841
ERLEC1,1303.7647136482,0.198314123236978,0.102507432443104,1.93463165070542,0.053035513183009,0.149211278622714
WASHC2C,291.060010417813,0.285686441636727,0.147676671597003,1.93454009050488,0.053046757851318,0.149211912767906
FLYWCH2,334.18138298402,0.261332131424323,0.135098601131328,1.93438073552135,0.053066333265885,0.149235974818971
LIN52,44.6844466737331,-0.438414527984311,0.22669708122834,-1.93392224376598,0.053122688774266,0.149363440343093
ORAI2,365.498058061989,0.267584577506359,0.138389596289422,1.93355992560845,0.05316725846665,0.149457722004754
ETAA1,22.4950277195993,-0.465812625868033,0.241048877085784,-1.93244055520848,0.053305152496269,0.149814252792025
FANCM,33.5800313272297,-0.454201304669819,0.235073128149957,-1.93217024950669,0.053338495905183,0.149819955086553
LIPE-AS1,58.0610939035413,-0.409677908082602,0.212031592665697,-1.93215502903158,0.053340373936362,0.149819955086553
FAM120A,780.964325145897,-0.217932820334019,0.112786998248765,-1.93225126759152,0.05332850013682,0.149819955086553
ENO1,20251.9020560813,0.207514676520909,0.10741060663602,1.9319756495195,0.053362511461841,0.149851050954953
ASAH1,2037.78109972187,0.18834654982205,0.097509326542213,1.93157471701452,0.053412018957358,0.149958977545425
LINC01273,13.9237964124384,0.460641038002315,0.238532684305049,1.93114431820681,0.053465207665132,0.150077192577436
PAGR1,1003.50634747396,0.214223731572597,0.110949820849882,1.93081638105976,0.053505763840916,0.150159906356443
CBX7,75.9108671007003,0.390404617242608,0.202243940363659,1.93036496688412,0.053561632511194,0.150285550317878
COMMD2,848.924102593647,-0.206768669536929,0.10713264046667,-1.93002495445127,0.053603745851044,0.150341408982806
HPGD,607.093359397037,-0.244613144802563,0.126737497422949,-1.93007712615816,0.053597282160328,0.150341408982806
FXR2,2505.90646728547,0.195375100202605,0.101237271352757,1.92987323336511,0.053622546676446,0.150362995350125
UPF3B,589.610145946655,0.230642435338987,0.119550764623675,1.92924266160079,0.053700744258445,0.150551092754368
MAP4,5744.12983170691,0.234548471992385,0.121595875915486,1.92891798530573,0.053741044678129,0.150577818875136
NEK11,40.2722379857272,-0.436333212279779,0.226188594159064,-1.92906814732194,0.053722402692211,0.150577818875136
ZFYVE16,200.843708599728,-0.303976533039715,0.157590849609494,-1.92889710153198,0.05374363773898,0.150577818875136
BABAM1,2807.18346231613,0.174386575837596,0.090415149616327,1.92873181737351,0.053764164146034,0.150604167708203
RAB10,1857.00998231648,-0.178733101040391,0.092714640803973,-1.92777644922648,0.053882938262687,0.150905660189255
TMEM191A,506.866583894129,0.263717345276796,0.136812579004127,1.92758112738187,0.053907248184679,0.150942524331833
ARL13B,84.2274626286677,-0.377027962395568,0.195633342502776,-1.9272173013668,0.053952554687364,0.150975727014177
NUPL2,556.978223508978,-0.2279360224893,0.118271018285508,-1.9272348018435,0.053950374661719,0.150975727014177
REPS2,134.56291908087,-0.348725198333486,0.180932101371673,-1.92738157402556,0.053932094218225,0.150975727014177
ABCB10,464.427856655168,-0.258685559608817,0.13423904099193,-1.92705160657671,0.053973198848604,0.150981224171151
SLFN12,46.8227588695618,-0.438202001834836,0.227398480894935,-1.92702255578083,0.053976819009862,0.150981224171151
EFHD2,977.525938736695,0.227835001431201,0.118251684564936,1.92669560919524,0.054017575394608,0.151032828498532
GRWD1,963.367105784881,0.219010885362623,0.113670957075245,1.92670925800025,0.054015873453401,0.151032828498532
CCKBR,81.9196900767545,0.383410359013022,0.199022958655147,1.92646296489527,0.054046591918479,0.151082762421166
TMEM81,65.5366621090748,0.416852621872915,0.216513861689768,1.9252929979615,0.054192713140911,0.151459964631801
GAS8,337.34768137932,0.248686141124317,0.129174187314418,1.92519996676271,0.054204346264924,0.151461216007705
ATP2C2,737.073169175827,0.218718006666967,0.113614790662094,1.92508392078513,0.054218860202037,0.151470514956836
CHRDL1,61.8029347583412,0.402872432958811,0.209293798937089,1.92491337538343,0.05424019629833,0.151498865114622
CHST12,1802.60378085603,0.19857663960345,0.103187311559629,1.92442885275384,0.054300850770043,0.151637001500752
ACAD10,411.504850226097,0.261232322050067,0.135764676588386,1.9241553002927,0.054335120144261,0.151701414819267
TSPAN31,458.616922318938,0.271744700800228,0.141248357093477,1.92387866586222,0.054369793961975,0.151766930537848
ELP6,1060.8963259595,0.202927369651127,0.105503708160051,1.923414571773,0.05442800574692,0.151898109196009
GNPTAB,904.521198168783,-0.216866287613913,0.11276952515805,-1.92309302810283,0.054468367774698,0.151979428814585
EN2,169.60854926442,-0.38047549631375,0.197876526446391,-1.92279247643267,0.054506117338842,0.152053427046818
FBXO8,107.774374978869,-0.353301422937668,0.183769431017521,-1.9225255309409,0.054539664234154,0.152104918855633
PLPP5,320.711255220352,0.258270369323842,0.134343211005818,1.92246684733966,0.054547041279296,0.152104918855633
KPNA5,43.5863842247628,-0.430598727724823,0.22401886601507,-1.92215385866589,0.054586400769328,0.152183333913418
FAM110B,67.9812710797291,-0.411805207991412,0.214279502116265,-1.92181335090079,0.054629247789519,0.152271437694088
TTC13,678.027346680677,0.21156605994335,0.110117777538432,1.92127070372005,0.054697588534557,0.152336496574751
,25.6938358138095,0.457692185680298,0.238214400425248,1.92134558138907,0.054688154235721,0.152336496574751
ASIC2,129.883995921025,-0.357050617672124,0.185831505690782,-1.92136751163306,0.05468539136613,0.152336496574751
UGDH,368.72314427247,-0.253769895499213,0.132078022093741,-1.92136353555554,0.054685892281406,0.152336496574751
ISG20,550.124786575372,0.24010128723616,0.125000137694416,1.9208081820128,0.054755894586289,0.152460534747963
NUDCD3,5127.53438100862,0.172473635765443,0.089795465455453,1.9207388133759,0.054764643749656,0.152460534747963
ZXDC,320.205224818232,-0.320809780631895,0.167042943476687,-1.92052279464692,0.054791896717369,0.152505051068838
SLA2,28.638056607509,0.455386709688387,0.237151009309296,1.92023939098848,0.054827668132763,0.152573254045571
MN1,37.4539417874771,-0.448182557462315,0.233436942365863,-1.91992986594163,0.054866758856081,0.15265066399634
MFSD1,445.098948093676,0.226301536038907,0.117885463134623,1.91967296069808,0.054899221734571,0.152709605897251
TOLLIP,2549.3023599838,0.201878893481953,0.105225340431137,1.91853875363862,0.055042733095943,0.153077356511021
ALKBH2,319.336452749618,0.284990479448543,0.148574895739814,1.9181603865812,0.055090677443032,0.153179232701456
SLK,1253.1998456891,-0.202302136659898,0.105478767644658,-1.91794179224224,0.055118392236767,0.153180897508026
MRPL38,2401.61754782602,0.204055558401199,0.106395971875871,1.91788800650521,0.055125213319298,0.153180897508026
LTN1,438.915688885146,-0.233255820964217,0.121613443965742,-1.91801015872821,0.055109723045908,0.153180897508026
GALM,285.750617151355,0.265928689880291,0.138709175727291,1.91716725649874,0.055216686419483,0.153403600904026
THBS3,148.604536790461,0.327844355631846,0.171042932482639,1.91673722423534,0.055271323673553,0.153516114607289
MAPK8IP1,1065.55427528618,0.207710206753202,0.108370349940764,1.91667007504116,0.055279859303238,0.153516114607289
AKTIP,156.439081442846,-0.319534816253183,0.166779630621951,-1.91591032466964,0.055376511077916,0.153752990876782
HOOK3,293.624957543806,-0.305573053626628,0.159503503747104,-1.91577643404699,0.055393558584301,0.153768793929894
HAX1,2585.92683175581,0.189725692805491,0.099089304952424,1.9146939510433,0.055531545465245,0.154108710018782
ADGRA3,468.377695575122,-0.254686998755965,0.133021014120291,-1.91463732584125,0.05553877150075,0.154108710018782
CAPN1,6200.2647208773,0.214163427279344,0.111884046055385,1.91415518860776,0.055600329570239,0.154247912868388
STX12,243.967730393054,-0.274955581498141,0.143699307998809,-1.9134092246319,0.055695684387362,0.154480799321851
COPZ2,62.9376025000179,0.404363767686393,0.211422100388395,1.91258987089596,0.055800577409027,0.154740040691305
CHRNA4,23.4028616806853,0.458909176321446,0.240035254211877,1.91184073284656,0.055896625432151,0.154974652943645
YDJC,4757.98314384505,0.202071531029354,0.105726685835354,1.91126326747852,0.055970757012823,0.155148417750386
CRISPLD2,100.625245583017,-0.362722298013449,0.189807700515761,-1.91099885319631,0.056004728270822,0.155210811607696
DDX19B,383.207358316608,0.240880527060205,0.126108133609749,1.91011095133345,0.056118929257742,0.155495482111537
LINC00116,870.876825548324,0.215293029820712,0.112734097134066,1.909741908561,0.056166452159176,0.155595320926228
METTL1,316.697747769798,0.266700611546256,0.139698136895527,1.90912074758525,0.056246516851355,0.155785249475188
SNAPC5,426.725199230979,0.231113019354616,0.121140273217062,1.9078132582754,0.056415356544724,0.156220929033152
GSTO1,2636.2975609766,0.185713564150651,0.097355499045701,1.90758165661985,0.056445307845425,0.156271910352668
TMA16,129.861182981286,-0.370601121790933,0.194288644964967,-1.90747700081885,0.056458846534692,0.156277440908884
NIPAL3,130.624272650221,0.325021399724244,0.170470456292718,1.90661424150906,0.056570559523389,0.156490693872565
NUP155,439.228332331925,-0.241559222224189,0.126694672736048,-1.90662493542602,0.056569173713686,0.156490693872565
C9orf135,116.31634465384,-0.399143511046346,0.209333200653959,-1.90673772626328,0.056554559027798,0.156490693872565
OPN3,82.5309645258467,-0.393472445939384,0.206393276955581,-1.90642084734216,0.056595626078693,0.156507812117063
ARHGAP19,925.408250960929,-0.200690134764504,0.105272440865568,-1.90638815927887,0.056599863816355,0.156507812117063
VSIG2,113.812570621644,0.352751626820255,0.185058054270751,1.90616738196198,0.056628492689554,0.156523049501785
ZNF236,143.513518069788,-0.346034935229782,0.181529788378429,-1.90621571435105,0.056622224249956,0.156523049501785
,22.0971085018944,-0.459769498227783,0.241237673904273,-1.90587767982801,0.056666077537284,0.156589593572881
ST6GALNAC4,58.1954699574305,0.398499233785369,0.209097747814446,1.90580356771225,0.056675695894003,0.156589593572881
PRKCZ,264.570229296719,0.262433509436705,0.137771102952746,1.90485162571949,0.056799360884785,0.156867253873318
DCUN1D4,137.367270780895,-0.345374709993043,0.181310269086997,-1.90488223161438,0.056795381440141,0.156867253873318
MMP15,3135.55971633152,0.198693013721928,0.104340402097637,1.90427686425821,0.056874135712964,0.15704173566257
TDRD9,919.581180817014,0.212054176480829,0.111369878032438,1.90405323438591,0.056903251446944,0.157090097419586
PARS2,32.6355049219376,-0.450652863802194,0.236695586396185,-1.90393437690842,0.056918731271742,0.157100803128957
SPHK2,323.881173629295,0.257255126194644,0.135125345327884,1.90382585569281,0.056932867976503,0.157107798098598
BCAS3,270.022169835376,0.262034292384619,0.137655072952494,1.90355710664619,0.056967889613117,0.157172411012881
METAP2,2601.16476956551,-0.171221649334419,0.089966477445562,-1.90317165010739,0.057018151100828,0.157256260437798
INTS6L,85.4805327762538,-0.369777028328879,0.194297780897309,-1.90314591665005,0.05702150792036,0.157256260437798
SRGAP2,664.37227848769,-0.249069279120517,0.130912186725266,-1.90256755578621,0.057096996003935,0.157338148560467
SYT1,128.495656984948,-0.348181383070542,0.183006557724126,-1.90256233110187,0.057097678312247,0.157338148560467
NAMPT,270.042575155772,-0.288062502890094,0.151402489952339,-1.90262724860585,0.057089201008246,0.157338148560467
UBE2H,4287.60125779972,-0.206733281015151,0.108653193574685,-1.90268941218969,0.057081084308419,0.157338148560467
SECTM1,133.294518825206,0.322381227195659,0.169471061217878,1.902278919356,0.057134700126419,0.157408133145848
CHD8,854.701072570031,-0.218221231281957,0.114727494084323,-1.90208313206568,0.057160287298637,0.157446592821572
TTC7A,1393.69587597615,0.195610353998047,0.102902503593512,1.90092900723535,0.057311312049919,0.157830481282885
ERP29,6821.54010276381,0.203253145975535,0.106931172254804,1.90078479165278,0.057330206900988,0.157850413104164
RPLP0P2,59.1188478788882,0.402552503401712,0.21179454146229,1.90067459067819,0.057344648714423,0.157858078520432
DUSP4,516.282893850557,-0.455012353513518,0.239409877874653,-1.90055797844626,0.057359934016097,0.15786806229918
CASP10,181.606674284853,-0.295650061923445,0.155602359298481,-1.90003585585949,0.057428414369413,0.157992311860263
RNF180,17.035673194098,-0.458267957494093,0.241187954702723,-1.90004495895715,0.057427219846786,0.157992311860263
TCERG1L,1186.44364181168,-0.191348085352325,0.100727944713794,-1.89965243404914,0.05747874634091,0.15809866020765
GRTP1,161.708269283292,-0.307808601881247,0.162100696720978,-1.89887278776522,0.057581204018881,0.158348311051923
PRPF40A,706.350555390241,-0.20586505984753,0.108447746125367,-1.89828804380634,0.05765814810172,0.158527712374699
CGGBP1,559.545651653039,-0.267406964295841,0.140909409756299,-1.89772254924861,0.057732640516183,0.158700301508248
PPP1R2P3,220.974051371879,-0.274230556726309,0.14452107718644,-1.89751254325718,0.057760324901219,0.158744176879929
MTUS1,153.697375400845,-0.37040109975182,0.195219224870582,-1.89735975028777,0.057780474019875,0.158767329282292
C19orf25,1351.77998209987,0.206025601329862,0.10861024286144,1.89692607162936,0.057837695931585,0.158892319052463
MKRN2OS,47.224576222567,0.422878907497704,0.222948957160576,1.89675212157701,0.057860661075259,0.158923166657217
IQCA1,129.243401433276,0.326259762953993,0.172040558560827,1.89641190242148,0.057905599219906,0.159014341723128
CREG2,35.7504635509032,0.443979876221619,0.234156895275433,1.89607859166127,0.057949652988861,0.159103051727932
RRAGD,132.114938581076,0.316294957820004,0.166836751154478,1.89583503413549,0.057981861659658,0.15915921117645
SPTB,704.84294667016,0.221226375925772,0.116722108967456,1.89532538336378,0.058049307319975,0.159291745839214
RANBP1,3278.64722440149,0.166592865789322,0.08789823871219,1.89529242257978,0.058053671495201,0.159291745839214
TADA1,49.588708580393,-0.424072423453858,0.223773989535515,-1.89509256341231,0.058080139703204,0.159324755140154
CHERP,963.716484619101,-0.20419578033983,0.107753669548237,-1.8950239114448,0.058089233891658,0.159324755140154
FAM90A1,32.2882532826894,0.441917889458977,0.233222365898798,1.89483494756562,0.058114271668579,0.159340023329163
KPTN,171.970820256709,0.307801943295476,0.162445243256225,1.89480428682039,0.058118335072944,0.159340023329163
ASAH2B,19.5475133469087,-0.457170951034027,0.241328894389441,-1.8943896137703,0.058173314015125,0.159458470663727
KLHL28,30.8070912814045,-0.45035055475157,0.23777318951818,-1.89403420824759,0.05822046942472,0.159544734097807
FHDC1,100.786569475765,-0.372025788265919,0.196425939695879,-1.89397484284365,0.058228349155259,0.159544734097807
MCMDC2,27.3552761406465,0.453412268634645,0.23950730251876,1.89310415117355,0.058344020245482,0.159829329990708
EIF2B3,804.277416825766,0.220234387699807,0.116341836449956,1.89299390846852,0.058358679556217,0.159837152077415
CASZ1,42.8982416145599,0.426239101255933,0.225281621271537,1.89202784874394,0.058487270410781,0.160156952200685
ZNF446,143.549966688087,0.311155518271411,0.164476123604715,1.89179749286413,0.05851796748331,0.160208612553883
ADAMTSL4,702.753800379915,0.255048339283441,0.134831789906655,1.89160389741925,0.058543776232168,0.160246871631248
RPL12,500.949041506722,0.224222471987731,0.118556034009076,1.891278447882,0.058587184122179,0.16033327813226
SRP68,2116.33998324836,-0.172962873144117,0.091459749639028,-1.89113652537606,0.058606121865779,0.160347135217872
TYW1B,21.750999176199,-0.455771998643565,0.241013647516953,-1.89106303040995,0.058615930827005,0.160347135217872
CCNG1,1438.09061785694,-0.207521598288925,0.109762714320657,-1.89063836087981,0.058672635792422,0.16046983665223
KLHL26,52.4190444226563,-0.435802896155152,0.230536653443755,-1.89038441239226,0.058706566602188,0.160530213723793
VAT1,6226.40398499867,0.216309037748735,0.114447141224374,1.89003443366628,0.058753354997032,0.16062571774981
TMC6,253.050198116481,0.294818048149519,0.156019116912739,1.88962771988006,0.058807767155265,0.160704136412722
,66.8282136428887,0.382107738140395,0.202221133109659,1.88955393664612,0.058817642719257,0.160704136412722
RPL30,14245.1939984563,0.209271585494078,0.110745531659154,1.88966166272209,0.058803224516309,0.160704136412722
ECE1,2844.87414490005,0.206017539102122,0.10905803757339,1.88906332523619,0.058883343940289,0.16079602102123
SYNE3,42.8530337479323,0.434721319638173,0.230133965234991,1.88899243618506,0.058892842227375,0.16079602102123
PSMB1,1830.85330406909,0.184468555895439,0.097656757851032,1.88894818909341,0.058898771454494,0.16079602102123
OSTF1,226.257397519628,-0.268944483867143,0.142360342281228,-1.88918121126635,0.058867551434849,0.16079602102123
PRAMEF13,23.3553564927942,0.455450191223471,0.24131302305967,1.88738338879809,0.059108777721635,0.161266917429752
OXSR1,1044.5075231993,-0.202097031706982,0.10707317885346,-1.88746643997159,0.059097616122812,0.161266917429752
TNIK,99.7767279086287,-0.354473269767268,0.187808070613333,-1.88742298778561,0.05910345562782,0.161266917429752
POU5F1,1522.87083814295,0.238975785880763,0.126622560923771,1.88730810794951,0.059118896545402,0.161266917429752
DPY19L3,137.799386349421,-0.331974156387685,0.175956708844325,-1.88668086922104,0.059203262319963,0.161418241673299
ZCCHC7,83.2190144123551,-0.363893334808792,0.192870005521123,-1.88672849272532,0.059196853290833,0.161418241673299
POLE3,504.919640129019,-0.231206940509067,0.122550241568856,-1.88662982258719,0.059210132663118,0.161418241673299
SPATA33,216.018814638557,0.274614206899376,0.145577508595923,1.88637798206602,0.059244037449716,0.161478162461073
RRP9,1794.07392271947,0.207153784797427,0.109847691143646,1.88582739100575,0.059318218546977,0.161647815927676
ICAM3,359.187246586732,0.278889363953593,0.147912720847596,1.88549951860429,0.059362429379518,0.161735745719931
NAA50,1945.84995221014,-0.182613494493691,0.096909787345095,-1.88436585711828,0.059515504853183,0.162120187329903
GSN,12636.5792038596,0.21888103771105,0.116173576270672,1.88408625039726,0.059553309755792,0.162190540507476
KAT8,224.6288743813,0.290901211438046,0.154493467121384,1.88293535550916,0.05970912911739,0.162386285876397
EXOSC6,495.251838491998,-0.228174547542947,0.121156451412602,-1.88330497371446,0.059659049780787,0.162386285876397
FAM117A,246.900731306545,-0.287400441180759,0.152610314526882,-1.88323077684329,0.05966909987174,0.162386285876397
FAM217B,352.305566067774,-0.244434302071183,0.129790062535429,-1.88330521841347,0.059659016638217,0.162386285876397
NSD2,1707.0540114097,-0.183955415132137,0.097687837278337,-1.88309435705903,0.059687581825866,0.162386285876397
ZNF462,214.581270886361,-0.309453245412291,0.164342387088774,-1.88297888873387,0.05970322901728,0.162386285876397
MRPS2,994.949409636842,0.219528886446155,0.116578673599274,1.8830964503916,0.05968729818834,0.162386285876397
ZNF69,62.5043322053753,-0.401616844145769,0.213305688266911,-1.88282294489598,0.059724366473595,0.162395109722682
GPC1,3559.63898154561,0.217181495049024,0.115373386498767,1.88242281551947,0.059778630534493,0.16251002530969
GPC6,13.8433620138024,-0.446471414050895,0.237257268388143,-1.881802893054,0.059862782872534,0.16270613064572
PYROXD1,32.6544768360041,-0.445076775180081,0.236557241427218,-1.88147601187266,0.059907195413741,0.162794166786567
NR5A2,28.9342362951216,-0.451261819933041,0.239879493571103,-1.88120215369423,0.059944424883984,0.162862651957068
SPATA7,51.0641713350928,-0.408351980549063,0.217150972675776,-1.88049804943202,0.060040231964579,0.163090226887135
CDC7,134.921380368402,-0.337923865716472,0.179713259509013,-1.8803502125536,0.060060364167866,0.163112192378073
CCNB2,1695.66764170545,-0.176097967025849,0.093659623310934,-1.88019085279932,0.060082071807684,0.163138426779196
ENOPH1,1081.65833752459,-0.187288292448879,0.099619428665848,-1.88003780946283,0.060102925162278,0.163162331520129
B3GAT2,22.8206703231768,0.451985376867349,0.240443337447067,1.87979996312791,0.060135345500778,0.163217621452402
SLC38A1,3972.17913382684,-0.190697218753127,0.101474579468619,-1.87926099079918,0.060208865355538,0.163384417991851
NRK,1686.46800532584,-0.236541305455883,0.125973860686234,-1.8777014863825,0.060422013276627,0.163929970302305
ANKRD42,215.322353218231,-0.29938439865324,0.159479254916893,-1.87726233615308,0.060482147617075,0.164060248574282
CLUH,3456.33248043353,0.218083962895356,0.11618462617282,1.87704664617989,0.060511700941161,0.164107539043513
SCML2,527.828777131778,-0.21889134902839,0.116641186169181,-1.87662142522197,0.060569998755478,0.164232749929502
LRRC20,30.7338380151283,0.447354411241783,0.238413957045009,1.87637677251139,0.06060356174363,0.164290856770869
RER1,1440.02500784864,0.187955969615858,0.100194210599705,1.87591646753702,0.060666751035683,0.164363440531049
KIAA0355,175.111362846367,-0.293402943038963,0.156392811861094,-1.87606412051444,0.060646475730919,0.164363440531049
FOXRED2,921.921033426481,0.196105206528102,0.104534306732124,1.87598897107181,0.060656794345935,0.164363440531049
ETNK1,536.883599659108,-0.22372633824431,0.119288273596852,-1.87550990133715,0.060722608628062,0.164481865059529
ARHGAP1,4073.3406114621,0.210587154033022,0.112300731107011,1.875207329081,0.060764206283307,0.164561623456452
VTI1B,1198.51441067781,0.19451824224178,0.103751913708878,1.87484004186743,0.060814732679227,0.164599699222349
SAT2,1463.53497060793,0.184104216050386,0.098193811361787,1.8749065088437,0.060805586474811,0.164599699222349
ZIM2-AS1,18.8080817243621,0.452325023269104,0.241253953560404,1.8748916508672,0.060807630911363,0.164599699222349
CASK,573.526653233488,-0.212017730279895,0.113093564929892,-1.87471082383271,0.060832517020326,0.164614930649926
LRRC8B,94.3061208675297,-0.35609436976783,0.189982950134299,-1.87434909035841,0.060882325490972,0.164676705083405
ZNF671,62.9069152331104,-0.41063071227003,0.219069899616655,-1.87442781043212,0.060871483346503,0.164676705083405
SYTL5,45.5748145002918,-0.434456632136585,0.23179920283942,-1.87428009593957,0.060891829433027,0.164676705083405
CREB3,1558.22618202241,0.19738729174437,0.105357131529512,1.87350669934553,0.060998448509805,0.16493210688324
GLUD2,3003.72144781946,-0.203065067691809,0.108432447608095,-1.87273341302543,0.061105206950486,0.165187783453089
PCAT6,98.4748112466451,0.351624337555498,0.187786520121447,1.87246846753479,0.06114182039916,0.165253770464076
CMTM4,1159.55943686095,-0.206069980164633,0.110088714805801,-1.87185380924961,0.061226831470773,0.165450513858657
NHLRC1,19.6090596761377,-0.44795367697324,0.239326420976864,-1.87172680368853,0.061244409328861,0.165464993360357
ROR1,58.23743334676,-0.400154628618406,0.213928470630883,-1.87050665784846,0.061413493317225,0.165888711950637
SLC44A1,1402.24980666019,-0.221709946502082,0.118537260142096,-1.87038190554015,0.06143080286046,0.165902373660448
FOXP1,69.1233356389945,-0.387449417281431,0.207206644013972,-1.86986966139611,0.061501919746586,0.166028208789579
HMGN5,36.4035168906388,0.432687273239929,0.231394839934538,1.86990891137563,0.061496468105947,0.166028208789579
CHRNB1,121.717750218409,0.32411987236492,0.173461450072334,1.86854123627907,0.061686667929207,0.166427409928152
ZNF175,16.6913192024462,-0.446572323348457,0.238981926749859,-1.86864475243721,0.061672255132431,0.166427409928152
RALGDS,195.717791862671,0.303995889209665,0.162691031490138,1.86854730973964,0.061685822230101,0.166427409928152
LINC01534,31.2858463381143,0.440373982480492,0.235727683821161,1.8681470726815,0.061741573772006,0.166526897911138
SMC4,1179.68438859438,-0.210250534910741,0.112547796987938,-1.86809995875152,0.061748139311116,0.166526897911138
CBFB,513.232900981448,-0.249588959255082,0.133644453195192,-1.86755943316667,0.061823505350129,0.166696950606551
PGM3,393.944241534912,-0.236659197526045,0.126774125373465,-1.86677838895648,0.061932541621825,0.166957703782826
CNOT7,600.641099144312,-0.216572944374674,0.11602180567633,-1.86665724699075,0.061949467675481,0.166970091917533
KLHL35,87.334296088393,0.366787028282304,0.196511181168739,1.86649444627455,0.061972220352447,0.16699817627711
USP44,56.1059394136014,-0.401882575298427,0.215390255881338,-1.8658345228014,0.062064520674366,0.167122324851996
